iucn_sid,sciname,common,subpop,habs,max_depth,cat,cat_score
15285,omphalotropis latilabris,NA,NA,NA,unknown,dd,NA
15286,omphalotropis mutica,NA,NA,NA,unknown,dd,NA
15287,omphalotropis ochthogyra,NA,NA,NA,unknown,dd,NA
15288,omphalotropis picta,NA,NA,NA,unknown,dd,NA
15289,omphalotropis pilosa,NA,NA,NA,unknown,dd,NA
15290,omphalotropis quadrasi,NA,NA,NA,unknown,dd,NA
15291,omphalotropis semicostulata,NA,NA,NA,unknown,dd,NA
15292,omphalotropis striatapila,NA,NA,NA,unknown,dd,NA
15293,omphalotropis submaritima,NA,NA,NA,unknown,dd,NA
15295,omphalotropis suturalis,NA,NA,NA,unknown,dd,NA
15296,omphalotropis tumidula,NA,NA,NA,unknown,dd,NA
15297,omphalotropis plicosa,NA,NA,NA,unknown,ex,1
15298,omphalotropis hieroglyphica,NA,NA,NA,unknown,en,0.6
15419,orcaella brevirostris,irrawaddy dolphin,NA,"9.1, 9.1",< 200 m,en,0.6
15421,orcinus orca,killer whale,NA,"10.1, 10.2, 9.1, 9.1",200 m +,dd,NA
15873,pagrus pagrus,red porgy,NA,"9.2, 9.3, 9.4, 9.9",< 200 m,lc,0
15939,pandaka pygmaea,dwarf pygmy goby,NA,"12.7, 9.1",< 200 m,dd,NA
16011,favonigobius melanobranchus,blackthroat goby,NA,NA,unknown,nt,0.2
16012,favonigobius reichei,indo-pacific tropical sand goby,NA,9.1,< 200 m,lc,0
16083,paradoxa confirmata,NA,NA,NA,unknown,dd,NA
16084,paradoxa thomensis,NA,NA,NA,unknown,dd,NA
16185,parapinnixa affinis,californian bay pea crab,NA,NA,unknown,en,0.6
16238,paretroplus polyactis,NA,NA,9.1,< 200 m,lc,0
16474,pegasus lancifer,sculptured dragonfish,NA,"10.1, 9.1, 9.4, 9.8, 9.9",200 m +,lc,0
16475,pegasus laternarius,brick seamoth,NA,"10.1, 9.1, 9.3, 9.4, 9.5, 9.6, 9.9",200 m +,dd,NA
16476,pegasus volitans,longtail seamoth,NA,"9.4, 9.5, 9.9",< 200 m,dd,NA
16477,pegasus volitans,NA,philippines stock,NA,unknown,vu,0.4
16478,pegasus volitans,NA,south china sea stock,NA,unknown,vu,0.4
16503,pelochelys bibroni,southern new guinea giant softshell turtle,NA,"12.2, 12.4, 9.1",< 200 m,vu,0.4
16564,peponocephala electra,melon-headed whale,NA,"10.1, 10.2, 10.3",200 m +,lc,0
16781,petromyzon marinus,sea lamprey,NA,"9.1, 9.1",< 200 m,lc,0
16869,phallodriloides macmasterae,NA,NA,17,unknown,dd,NA
16870,phallostethus dunckeri,NA,NA,9.1,< 200 m,vu,0.4
17013,phoca vitulina,harbor seal,NA,"10.1, 10.2, 12.1, 12.2, 12.3, 12.4, 12.5, 13.1, 17, 9.1, 9.1",200 m +,lc,0
17014,phoca vitulina ssp. stejnegeri,kuril seal,NA,"10.1, 10.2, 12.1, 12.2, 12.3, 12.4, 13.1, 9.1",200 m +,dd,NA
17020,phoca vitulina ssp. vitulina,eastern atlantic harbour seal,NA,"10.1, 12.1, 12.2, 12.3, 13.1, 9.1",200 m +,lc,0
17021,phoca vitulina ssp. concolor,western atlantic harbor seal,NA,"10.1, 12.1, 12.2, 12.3, 13.1, 9.1, 9.1",200 m +,lc,0
17022,phoca vitulina ssp. richardii,north pacific harbor seal,NA,"10.1, 10.2, 12.1, 12.2, 12.3, 12.4, 13.1, 9.1, 9.1",200 m +,lc,0
17023,phoca largha,spotted seal,NA,"10.1, 12.1, 13.1, 9.1",200 m +,lc,0
17026,phocarctos hookeri,new zealand sea lion,NA,"10.1, 10.2, 12.1, 12.2, 12.3, 13.1, 9.1",200 m +,en,0.6
17027,phocoena phocoena,harbor porpoise,NA,"10.1, 9.1, 9.1",200 m +,lc,0
17028,phocoena sinus,vaquita,NA,"10.1, 9.1",200 m +,cr,0.8
17029,phocoena spinipinnis,burmeister's porpoise,NA,"10.1, 9.1",200 m +,nt,0.2
17030,phocoena phocoena ssp. relicta,black sea harbour porpoise,NA,"10.1, 10.2, 9.1, 9.1",200 m +,en,0.6
17031,phocoena phocoena,harbour porpoise,baltic sea subpopulation,"10.1, 9.1",200 m +,cr,0.8
17032,phocoenoides dalli,dall's porpoise,NA,"10.1, 9.1",200 m +,lc,0
17096,phycodurus eques,leafy seadragon,NA,"10.1, 9.1, 9.7, 9.8, 9.9",200 m +,lc,0
17177,phyllopteryx taeniolatus,weedy seadragon,NA,"9.1, 9.7, 9.9",< 200 m,lc,0
17245,physiculus helenaensis,st helena mora,NA,"10.1, 10.2, 10.3",200 m +,dd,NA
17595,plecoglossus altivelis ssp. ryukyuensis,ryukyu ayu-fish,NA,NA,unknown,en,0.6
17604,plectranthias chungchowensis,NA,NA,NA,unknown,vu,0.4
17710,myzopsetta ferruginea,yellowtail flounder,NA,NA,unknown,vu,0.4
17974,ponapella pihapiha,NA,NA,NA,unknown,dd,NA
17977,pontinus nigropunctatus,deepwater jack,NA,10.1,200 m +,lc,0
17978,pontoporia blainvillei,franciscana,NA,"10.1, 9.1",200 m +,vu,0.4
18145,priolepis robinsi,goby,NA,"9.2, 9.3, 9.8, 9.8.3, 9.8.4",< 200 m,lc,0
18175,pristis pectinata,smalltooth sawfish,NA,"12.4, 12.7",< 20 m,cr,0.8
18374,protemblemaria punctata,warthead blenny,NA,"12.7, 9.2, 9.8",< 200 m,lc,0
18376,proterorhinus marmoratus,tubenose goby,NA,"9.10, 9.4, 9.5, 9.6, 9.7, 9.9",< 200 m,lc,0
18383,prototroctes maraena,australian grayling,NA,"9.1, 9.10",< 200 m,vu,0.4
18428,psephurus gladius,chinese paddlefish,NA,9.10,< 200 m,cr,0.8
18510,pseudochromis pesi,pale dottyback,NA,NA,unknown,vu,0.4
18546,pseudomugil majusculus,cape blue-eye,NA,12.7,< 20 m,dd,NA
18596,pseudorca crassidens,false killer whale,NA,"10.1, 10.2, 10.3, 9.1",200 m +,nt,0.2
18878,pungitius pungitius,ninespine stickleback,NA,9.10,< 200 m,lc,0
19037,quadrasiella clathrata,NA,NA,NA,unknown,dd,NA
19038,quadrasiella mucronata,NA,NA,NA,unknown,dd,NA
19301,ranella olearia,NA,NA,NA,unknown,nt,0.2
19302,ranella parthenopaeum,NA,NA,NA,unknown,nt,0.2
19387,redigobius dewaali,checked goby,NA,9.10,< 200 m,lc,0
19388,redigobius bikolanus,speckled goby,NA,9.10,< 200 m,lc,0
19488,rhincodon typus,whale shark,NA,"10.1, 10.2, 10.3, 9.1",200 m +,en,0.6
19735,kryptolebias marmoratus,mangrove rivulus,NA,"12.4, 12.5, 12.7, 9.10",< 200 m,lc,0
19798,parasaccogaster melanomycter,black-nosed brotula,NA,9.8,< 200 m,dd,NA
19855,salmo salar,atlantic salmon,NA,"10.1, 9.1",200 m +,lc,0
19875,salvelinus confluentus,bull trout,NA,NA,unknown,vu,0.4
19896,sanopus astrifer,whitespotted toadfish,NA,9.8,< 200 m,vu,0.4
19897,sanopus greenfieldorum,whitelined toadfish,NA,"9.8, 9.8.5",< 200 m,vu,0.4
19898,sanopus reticulatus,reticulated toadfish,NA,9.8,< 200 m,en,0.6
19899,sanopus splendidus,splendid toadfish,NA,9.8,< 200 m,en,0.6
19938,scaevatula amancicoi,NA,NA,NA,unknown,dd,NA
19939,scaevatula pellisserpentis,NA,NA,NA,unknown,dd,NA
19950,scarus guacamaia,rainbow parrotfish,NA,"12.7, 9.2, 9.7, 9.8, 9.8.2, 9.8.4, 9.9",< 200 m,nt,0.2
20047,scomberomorus concolor,monterrey spanish mackerel,NA,"10.1, 9.1",200 m +,vu,0.4
20084,sebastes fasciatus,redfish,NA,NA,unknown,en,0.6
20085,sebastes paucispinus,bocaccio rockfish,NA,NA,unknown,cr,0.8
20268,siphonaria compressa,NA,NA,NA,unknown,cr,0.8
20314,solegnathus dunckeri,duncker's pipefish,NA,"10.1, 9.1, 9.10, 9.2, 9.4, 9.7, 9.8",200 m +,dd,NA
20315,solegnathus hardwickii,hardwicke's pipehorse,NA,"10.1, 9.1, 9.7, 9.8",200 m +,dd,NA
20316,solegnathus lettiensis,günther's pipehorse,NA,"9.2, 9.7, 9.8, 9.8.4, 9.9",< 200 m,dd,NA
20317,solegnathus robustus,robust pipehorse,NA,17,unknown,lc,0
20318,solegnathus spinosissimus,australian spiny pipehorse,NA,"11.1, 11.1.1, 11.1.2, 9.10, 9.2, 9.4, 9.7, 9.8, 9.8.4",200 m +,dd,NA
20425,sousa teuszii,atlantic humpback dolphin,NA,"9.1, 9.10",< 200 m,cr,0.8
20724,stegastes sanctaehelenae,NA,NA,"9.2, 9.3",< 200 m,lc,0
20729,stenella attenuata,pantropical spotted dolphin,NA,"10.1, 9.1",200 m +,lc,0
20730,stenella clymene,clymene dolphin,NA,"10.1, 9.1",200 m +,lc,0
20731,stenella coeruleoalba,striped dolphin,NA,"10.1, 10.2, 9.1",200 m +,lc,0
20732,stenella frontalis,atlantic spotted dolphin,NA,"10.1, 9.1",200 m +,lc,0
20733,stenella longirostris,spinner dolphin,NA,"10.1, 10.2, 10.3, 9.1, 9.8",200 m +,lc,0
20738,steno bredanensis,rough-toothed dolphin,NA,"10.1, 9.1",200 m +,lc,0
20795,stereolepis gigas,giant sea bass,NA,9.7,< 200 m,cr,0.8
20855,stiphodon surrufus,NA,NA,9.1,< 200 m,lc,0
20861,sander marinus,estuarine perch,NA,9.10,< 200 m,lc,0
21257,syngnathus abaster,black-striped pipefish,NA,"9.10, 9.6, 9.7, 9.9",< 200 m,lc,0
21308,tachypleus gigas,horseshoe crab,NA,NA,unknown,dd,NA
21309,tachypleus tridentatus,tri-spine horseshoe crab,NA,"12.2, 12.3, 12.4, 9.1, 9.1, 9.4, 9.5",< 200 m,en,0.6
21326,taenioides jacksoni,bearded eelgoby,NA,"12.7, 9.1",< 200 m,nt,0.2
21341,takifugu niphobles,grass puffer,NA,"9.1, 9.2, 9.3, 9.4, 9.5, 9.6",< 200 m,lc,0
21342,takifugu poecilonotus,finepatterned puffer,NA,"9.2, 9.4",< 200 m,lc,0
21343,takifugu xanthopterus,yellowfin puffer,NA,"9.1, 9.2, 9.4, 9.5, 9.6",< 200 m,lc,0
21500,tasmacetus shepherdi,shepherd's beaked whale,NA,"10.1, 10.2, 10.3",200 m +,dd,NA
21560,teinostoma fernandesi,NA,NA,NA,unknown,dd,NA
21561,teinostoma funiculatum,NA,NA,NA,unknown,dd,NA
21628,teramulus kieneri,vily,NA,9.1,< 200 m,lc,0
21681,thaanumella angulosa,NA,NA,NA,unknown,dd,NA
21682,thaanumella cookei,NA,NA,NA,unknown,dd,NA
21689,thalassoma ascensionis,greenfish,NA,"9.2, 9.7, 9.9",< 200 m,dd,NA
21856,thunnus alalunga,albacore tuna,NA,"10.1, 10.2, 9.1",200 m +,lc,0
21857,thunnus albacares,yellowfin tuna,NA,"10.1, 10.2, 9.1",200 m +,lc,0
21858,thunnus maccoyii,southern bluefin tuna,NA,"10.1, 10.2",200 m +,en,0.6
21859,thunnus obesus,bigeye tuna,NA,"10.1, 10.2, 10.3, 9.1",200 m +,vu,0.4
21860,thunnus thynnus,atlantic bluefin tuna,NA,"10.1, 10.2, 9.1",200 m +,lc,0
21861,thunnus alalunga,albacore tuna,north atlantic stock,NA,unknown,vu,0.4
21862,thunnus alalunga,albacore tuna,south atlantic stock,NA,unknown,cr,0.8
21994,torquigener brevipinnis,yellow-stripe toadfish,NA,"9.1, 9.4",< 200 m,lc,0
22003,totoaba macdonaldi,totoaba,NA,"9.1, 9.3, 9.4, 9.5, 9.6",< 200 m,vu,0.4
22103,trichechus manatus,american manatee,NA,"12.2, 12.4, 12.5, 12.7, 9.1, 9.1, 9.5, 9.6, 9.8, 9.9",< 200 m,vu,0.4
22104,trichechus senegalensis,african manatee,NA,"10.1, 12.5, 12.7, 9.1, 9.2, 9.3, 9.4, 9.5, 9.6, 9.8, 9.9",200 m +,vu,0.4
22105,trichechus manatus ssp. manatus,caribbean manatee,NA,"10.1, 12.5, 9.1, 9.8, 9.9",200 m +,en,0.6
22106,trichechus manatus ssp. latirostris,florida manatee,NA,NA,unknown,en,0.6
22135,tridacna crocea,saffron-coloured clam,NA,NA,unknown,lc,0
22136,tridacna derasa,southern giant clam,NA,NA,unknown,vu,0.4
22137,tridacna gigas,giant clam,NA,NA,unknown,vu,0.4
22138,tridacna maxima,small giant clam,NA,NA,unknown,vu,0.4
22139,tridacna rosewateri,bénitier de rosewater,NA,NA,unknown,vu,0.4
22140,tridacna squamosa,fluted giant clam,NA,NA,unknown,vu,0.4
22141,tridacna mbalavuana,tevoro clam,NA,NA,unknown,vu,0.4
22563,tursiops truncatus,common bottlenose dolphin,NA,"10.1, 9.1, 9.1",200 m +,lc,0
22594,typhlatya iliffei,NA,NA,NA,unknown,cr,0.8
22823,ursus maritimus,polar bear,NA,"10.1, 12.1, 12.2, 12.3, 12.4, 13.1, 17",200 m +,vu,0.4
23045,volvarina insulana,NA,NA,NA,unknown,dd,NA
23090,wrayanna soluta,NA,NA,NA,unknown,dd,NA
23148,xiphias gladius,swordfish,NA,"10.1, 10.2, 10.3, 9.1",200 m +,lc,0
23149,xiphias gladius,swordfish,north atlantic stock,NA,unknown,en,0.6
23211,ziphius cavirostris,cuvier's beaked whale,NA,"10.1, 10.2, 10.3",200 m +,lc,0
23259,gobius ophiocephalus,grass goby,NA,"12.4, 9.1, 9.5, 9.7, 9.9",< 200 m,lc,0
29609,sebastolobus alascanus,shortspine thornyhead,NA,NA,unknown,en,0.6
31382,rhizophora apiculata,NA,NA,12.7,< 20 m,lc,0
33705,dolichandrone spathacea,NA,NA,12.7,< 20 m,lc,0
34364,aglaia cucullata,pacific maple,NA,12.7,< 20 m,dd,NA
39302,anthias regalis,NA,NA,NA,unknown,vu,0.4
39303,dermatolepis inermis,marbled grouper,NA,"9.2, 9.8",< 200 m,dd,NA
39304,serranus dewegeri,meo viejo,NA,NA,unknown,nt,0.2
39324,notorynchus cepedianus,broadnose sevengill shark,NA,"11.1, 11.1.1, 11.1.2, 9.10",200 m +,vu,0.4
39327,pristiophorus cirratus,common sawshark,NA,"11.1, 11.1.1, 11.1.2, 9.4, 9.5, 9.6",200 m +,lc,0
39328,squatina californica,pacific angel shark,NA,"9.10, 9.2, 9.4, 9.5, 9.6, 9.7",< 200 m,nt,0.2
39329,squatina argentina,argentine angelshark,NA,"11.1, 11.1.2, 9.4",200 m +,cr,0.8
39331,squatina occulta,hidden angelshark,NA,"9.4, 9.5, 9.6",< 200 m,cr,0.8
39332,squatina squatina,angelshark,NA,"9.10, 9.4",< 200 m,cr,0.8
39333,heterodontus francisci,horn shark,NA,"10.1, 9.2, 9.4, 9.7",200 m +,dd,NA
39334,heterodontus portusjacksoni,port jackson shark,NA,"9.10, 9.2, 9.3, 9.4",< 200 m,lc,0
39335,brachaelurus colcloughi,colclough's shark,NA,"9.2, 9.8, 9.9",< 200 m,vu,0.4
39336,odontaspis noronhai,bigeye sand tiger,NA,"10.1, 10.2",200 m +,lc,0
39337,pseudocarcharias kamoharai,crocodile shark,NA,"10.1, 10.2",200 m +,lc,0
39338,megachasma pelagios,megamouth shark,NA,"10.1, 10.2, 10.3",200 m +,lc,0
39339,alopias vulpinus,common thresher,NA,"10.1, 10.2, 9.1",200 m +,vu,0.4
39341,isurus oxyrinchus,shortfin mako,NA,"10.1, 10.2",200 m +,en,0.6
39342,lamna ditropis,salmon shark,NA,"10.1, 10.2, 10.3, 9.1",200 m +,lc,0
39345,haploblepharus edwardsii,happy eddie,NA,"11.1, 11.1.1, 11.1.2, 9.2, 9.4, 9.7",200 m +,en,0.6
39346,haploblepharus fuscus,brown shyshark,NA,"9.2, 9.4",< 200 m,vu,0.4
39347,schroederichthys bivius,narrowmouth catshark,NA,"9.2, 9.3, 9.4, 9.7, 9.9",< 200 m,lc,0
39348,poroderma africanum,pyjama shark,NA,"9.2, 9.7",< 200 m,lc,0
39349,scyliorhinus capensis,yellowspotted catshark,NA,"11.1, 11.1.1, 11.1.2, 9.2, 9.4",200 m +,nt,0.2
39350,leptocharias smithii,barbeled houndshark,NA,"9.10, 9.4, 9.5, 9.6",< 200 m,vu,0.4
39351,furgaleus macki,whiskery shark,NA,"9.3, 9.4, 9.9",< 200 m,lc,0
39352,galeorhinus galeus,tope,NA,"10.1, 10.2, 11.1, 11.1.2, 9.1, 9.10, 9.3, 9.4, 9.5, 9.6",200 m +,cr,0.8
39353,hemitriakis leucoperiptera,whitefin topeshark,NA,"9.4, 9.5, 9.6, 9.8, 9.9",< 200 m,cr,0.8
39354,hypogaleus hyugaensis,pencil shark,NA,"9.1, 9.4",< 200 m,lc,0
39355,mustelus antarcticus,gummy shark,NA,"11.1, 11.1.1, 11.1.2, 9.3, 9.4",200 m +,lc,0
39356,mustelus lenticulatus,rig,NA,"11.1, 11.1.2, 9.10, 9.5",200 m +,lc,0
39357,mustelus asterias,starry smoothhound,NA,"9.10, 9.3, 9.4, 9.5, 9.6",< 200 m,nt,0.2
39358,mustelus mustelus,common smoothhound,NA,"11.1, 11.1.2, 9.2, 9.3, 9.4, 9.5",200 m +,en,0.6
39359,mustelus canis,dusky smoothhound,NA,"11.1, 11.1.1, 9.2, 9.4, 9.5, 9.6",200 m +,nt,0.2
39360,scylliogaleus quecketti,flapnose houndshark,NA,"9.5, 9.6",< 200 m,vu,0.4
39361,triakis acutipinna,sharpfin houndshark,NA,"9.2, 9.3, 9.4, 9.5, 9.6",< 200 m,en,0.6
39362,triakis megalopterus,spotted gully shark,NA,"9.2, 9.4",< 200 m,lc,0
39363,triakis semifasciata,leopard shark,NA,"9.2, 9.3, 9.4, 9.5, 9.6, 9.7",< 200 m,lc,0
39365,carcharhinus amblyrhynchos,grey reef shark,NA,9.8,< 200 m,en,0.6
39366,carcharhinus amboinensis,pigeye shark,NA,"12.4, 12.7, 9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.6, 9.8, 9.9",< 200 m,vu,0.4
39367,carcharhinus borneensis,borneo shark,NA,"9.4, 9.5, 9.6",< 200 m,cr,0.8
39368,carcharhinus brevipinna,spinner shark,NA,"9.1, 9.4, 9.5",< 200 m,vu,0.4
39369,carcharhinus hemiodon,pondicherry shark,NA,"9.10, 9.4, 9.5, 9.6",< 200 m,cr,0.8
39370,carcharhinus falciformis,silky shark,NA,"10.1, 10.2, 11.1, 9.1",200 m +,vu,0.4
39371,carcharhinus leiodon,smoothtooth blacktip shark,NA,9.5,< 200 m,en,0.6
39372,carcharhinus leucas,bull shark,NA,"9.1, 9.10, 9.4, 9.5, 9.6, 9.8",< 200 m,vu,0.4
39373,carcharhinus limbatus,blacktip shark,northwest atlantic subpopulation,"10.1, 9.1",200 m +,vu,0.4
39374,carcharhinus longimanus,oceanic whitetip shark,NA,"10.1, 10.2, 10.3, 9.1, 9.8",200 m +,cr,0.8
39375,carcharhinus melanopterus,blacktip reef shark,NA,"12.2, 12.7, 9.8, 9.9",< 200 m,vu,0.4
39377,carcharhinus plumbeus,sandbar shark,northwest atlantic subpopulation,"10.1, 9.1",200 m +,vu,0.4
39378,galeocerdo cuvier,tiger shark,NA,"10.1, 10.2, 9.1, 9.10, 9.2, 9.4, 9.8, 9.9",200 m +,nt,0.2
39379,glyphis glyphis,speartooth shark,NA,"9.10, 9.6",< 200 m,vu,0.4
39380,negaprion brevirostris,lemon shark,NA,"12.7, 9.1, 9.10, 9.4, 9.8",< 200 m,vu,0.4
39381,prionace glauca,blue shark,NA,"10.1, 10.2, 9.1",200 m +,nt,0.2
39382,rhizoprionodon terraenovae,atlantic sharpnose shark,NA,"12.2, 9.10, 9.4, 9.5, 9.6",< 200 m,lc,0
39384,triaenodon obesus,whitetip reef shark,NA,9.8,< 200 m,vu,0.4
39385,sphyrna lewini,scalloped hammerhead,NA,"10.1, 10.2, 10.3, 9.1, 9.4, 9.5, 9.6",200 m +,cr,0.8
39386,sphyrna mokarran,great hammerhead,NA,"10.1, 10.2, 9.1, 9.4, 9.5, 9.6",200 m +,cr,0.8
39387,sphyrna tiburo,bonnethead shark,NA,"9.10, 9.4, 9.5, 9.6, 9.8, 9.9",< 200 m,en,0.6
39388,sphyrna zygaena,smooth hammerhead,NA,"10.1, 9.1, 9.4, 9.5, 9.6",200 m +,vu,0.4
39389,anoxypristis cuspidata,narrow sawfish,NA,"12.2, 12.4, 12.7, 9.1, 9.10, 9.4, 9.5, 9.6, 9.8, 9.8.4, 9.8.5, 9.9",< 200 m,en,0.6
39390,pristis clavata,dwarf sawfish,NA,"12.4, 12.7, 9.4, 9.5, 9.6, 9.8, 9.8.5, 9.9",< 200 m,en,0.6
39393,pristis zijsron,green sawfish,NA,"12.2, 12.4, 12.7, 9.2, 9.3, 9.4, 9.5, 9.6, 9.8, 9.8.5, 9.9",< 200 m,cr,0.8
39394,rhynchobatus djiddensis,whitespotted wedgefish,NA,"9.10, 9.2, 9.4, 9.5, 9.6, 9.8",< 200 m,cr,0.8
39396,tetronarce californica,pacific torpedo,NA,"10.1, 10.2, 11.1",200 m +,lc,0
39399,raja clavata,thornback skate,NA,"11.1, 9.4, 9.5, 9.6",200 m +,nt,0.2
39400,raja microocellata,smalleyed skate,NA,"9.4, 9.5",< 200 m,nt,0.2
39413,urogymnus asperrimus,porcupine ray,NA,"9.4, 9.5, 9.8",< 200 m,vu,0.4
39414,fontitrygon ukpam,thorny whipray,NA,"9.4, 9.5, 9.6",< 200 m,cr,0.8
39416,myliobatis californicus,bat ray,NA,"12.5, 9.1, 9.10, 9.7",< 200 m,lc,0
39427,cephalorhynchus hectori ssp. maui,north island hector's dolphin,NA,"10.1, 9.1",200 m +,cr,0.8
39465,squatina guggenheim,angular angel shark,brazilian subpopulation,"10.1, 9.1",200 m +,en,0.6
39541,notorynchus cepedianus,broadnose sevengill,east pacific subpopulation,"10.1, 9.1",200 m +,nt,0.2
39543,carcharhinus amboinensis,pigeye shark,southwest indian ocean subpopulation,"10.1, 9.1",200 m +,nt,0.2
39544,carcharhinus brevipinna,spinner shark,northwest atlantic subpopulation,"10.1, 9.1",200 m +,vu,0.4
39771,dipturus laevis,barndoor skate,NA,"11.1, 11.1.1, 11.1.2, 9.2, 9.3, 9.4, 9.5",200 m +,lc,0
39773,cephalopholis boenak,brown-banded seabass,NA,"9.2, 9.3, 9.8",< 200 m,lc,0
39774,cromileptes altivelis,humpback grouper,NA,"12.6, 9.8, 9.9",< 200 m,dd,NA
40635,indopacetus pacificus,indo-pacific beaked whale,NA,"10.1, 10.2, 10.3",200 m +,lc,0
40710,percarina demidoffii,NA,NA,9.6,< 200 m,nt,0.2
40711,stegastes sanctipauli,saint paul's gregory,NA,"12.6, 9.2",< 200 m,lc,0
40715,syngnathoides biaculeatus,alligator pipefish,NA,"12.5, 9.10, 9.2, 9.7, 9.8, 9.8.4",< 200 m,lc,0
40773,hippocampus subelongatus,west australian seahorse,NA,"15.11, 9.10, 9.2, 9.6, 9.7, 9.9",< 200 m,dd,NA
40784,neovison macrodon,sea mink,NA,"12.1, 12.2, 12.3, 13.1, 9.2",< 200 m,ex,1
40797,carcharhinus amblyrhynchoides,graceful shark,NA,"12.7, 9.1, 9.10, 9.4, 9.5, 9.6, 9.9",< 200 m,vu,0.4
40802,hippocampus barbouri,barbour's seahorse,NA,9.9,< 200 m,vu,0.4
41005,hippocampus mohnikei,japanese seahorse,NA,"10.1, 12.4, 12.5, 12.7, 9.1, 9.10, 9.2, 9.8, 9.9",200 m +,vu,0.4
41006,hippocampus guttulatus,long-snouted seahorse,NA,"12.1, 15.11, 9.3, 9.4, 9.5, 9.6, 9.7, 9.9",< 200 m,dd,NA
41007,hippocampus algiricus,west african seahorse,NA,"9.10, 9.2, 9.3, 9.4, 9.5, 9.6, 9.7, 9.8, 9.9",< 200 m,vu,0.4
41008,hippocampus comes,tiger tail seahorse,NA,"12.7, 9.8, 9.9",< 200 m,vu,0.4
41009,hippocampus fisheri,hawaiian seahorse,NA,18,unknown,lc,0
41010,hippocampus kelloggi,great seahorse,NA,"9.6, 9.8, 9.8.3, 9.8.5",< 200 m,vu,0.4
41030,syngnathus watermeyeri,estuarine pipefish,NA,9.10,< 200 m,cr,0.8
41064,pseudobatos horkelii,brazilian guitarfish,NA,"9.1, 9.4, 9.5, 9.6",< 200 m,cr,0.8
41664,arctocephalus forsteri,new zealand fur seal,NA,"10.1, 10.2, 12.1, 13.1, 9.1",200 m +,lc,0
41665,otaria byronia,south american sea lion,NA,"10.1, 10.2, 12.1, 12.2, 12.3, 12.6, 13.1, 9.1",200 m +,lc,0
41666,zalophus californianus,californian sea lion,NA,"10.1, 10.2, 12.1, 13.1, 9.1",200 m +,lc,0
41667,zalophus japonicus,japanese sea lion,NA,"10.1, 12.1, 12.2, 13.1, 9.1",200 m +,ex,1
41668,zalophus wollebaeki,galápagos sea lion,NA,"10.1, 10.2, 12.1, 13.1, 9.1",200 m +,en,0.6
41670,histriophoca fasciata,ribbon seal,NA,"10.1, 10.2, 17, 9.1",200 m +,lc,0
41671,pagophilus groenlandicus,harp seal,NA,"10.1, 10.2, 12.1, 13.1, 9.1",200 m +,lc,0
41672,pusa hispida,ringed seal,NA,"10.1, 10.2, 17, 9.1",200 m +,lc,0
41673,pusa hispida ssp. botnica,baltic ringed seal,NA,"10.1, 13.1, 17, 9.1, 9.2",200 m +,lc,0
41677,pusa hispida ssp. ochotensis,okhotsk sea ringed seal,NA,"10.1, 12.2, 17, 9.1",200 m +,lc,0
41711,eubalaena japonica,north pacific right whale,NA,"10.1, 9.1",200 m +,en,0.6
41712,eubalaena glacialis,north atlantic right whale,NA,"10.1, 9.1",200 m +,cr,0.8
41713,balaenoptera musculus ssp. intermedia,antarctic blue whale,NA,10.1,200 m +,cr,0.8
41714,tursiops aduncus,indo-pacific bottlenose dolphin,NA,"10.1, 9.1, 9.10, 9.8, 9.9",200 m +,nt,0.2
41715,phocoena dioptrica,spectacled porpoise,NA,"10.1, 9.1",200 m +,lc,0
41716,hippocampus denise,denise's pygmy seahorse,NA,9.8,< 200 m,dd,NA
41718,apristurus albisoma,white-bodied catshark,NA,"11.1, 11.1.1, 11.1.2, 11.5",deep oceanic,lc,0
41719,apristurus exsanguis,new zealand catshark,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
41720,asymbolus analis,grey spotted catshark,NA,"9.4, 9.5, 9.6",< 200 m,lc,0
41721,asymbolus funebris,blotched catshark,NA,9.6,< 200 m,dd,NA
41722,asymbolus occiduus,western spotted catshark,NA,"11.1, 11.1.1, 11.1.2, 9.6",200 m +,lc,0
41723,asymbolus pallidus,pale spotted catshark,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
41724,asymbolus parvus,dwarf catshark,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
41725,asymbolus rubiginosus,orange spotted catshark,NA,"11.1, 11.1.1, 11.1.2, 9.4, 9.5",200 m +,lc,0
41726,asymbolus submaculatus,variegated catshark,NA,"10.1, 9.1",200 m +,lc,0
41727,asymbolus vincenti,gulf catshark,NA,"11.1, 11.1.1, 11.1.2, 9.4, 9.5, 9.6, 9.9",200 m +,lc,0
41728,atelomycterus fasciatus,banded catshark,NA,9.4,< 200 m,lc,0
41729,atelomycterus macleayi,australian marbled catshark,NA,"9.2, 9.4",< 200 m,lc,0
41730,atelomycterus marmoratus,coral catshark,NA,"9.2, 9.8",< 200 m,nt,0.2
41731,aulohalaelurus labiosus,black spotted catshark,NA,"9.2, 9.8",< 200 m,lc,0
41732,brachaelurus waddi,blind shark,NA,"9.2, 9.9",< 200 m,lc,0
41733,carcharhinus cautus,nervous shark,NA,"12.7, 9.10, 9.4, 9.6, 9.9",< 200 m,lc,0
